Date;"Summe der Initialen Nominierungen um 14:00 Uhr Entry (kWh/h)";"Summe der Initialen Nominierungen um 14:00 Uhr Exit (kWh/h)";"Summe der letzten Nominierungen Entry (kWh/h)";"Summe der letzten Nominierungen Exit (kWh/h)";"Allokationen (Konsolidierte Werte verfügbar ab dem 28. des folgenden Monats) (kWh/h)";"Lastfluesse (kWh/h)";"Unterbrechungen (kWh/h)";"davon Unterbrechungen FZK (kWh/h)";"davon Unterbrechungen bFZK (kWh/h)";"davon Unterbrechungen DZK (kWh/h)";"davon Unterbrechungen Unterbrechbar (kWh/h)";"Brennwerte (kWh/h)"
2019-10-31 02:00:00;0;6650703;0;6750703;-6750703;-6752000;0;;;;;11,259
2019-10-31 03:00:00;0;6650703;0;6750703;-6750703;-6768000;0;;;;;11,259
2019-10-31 04:00:00;0;6650703;0;6750703;-6750703;-6768000;0;;;;;11,259
2019-10-31 05:00:00;0;6650703;0;6750703;-6750703;-6672000;0;;;;;11,259
2019-10-31 06:00:00;0;7233607;0;6650703;-6650703;-4976000;0;;;;;11,260
2019-10-31 07:00:00;0;7233607;0;6650703;-6650703;-4736000;0;;;;;11,259
2019-10-31 08:00:00;0;7233607;0;6650703;-6650703;-4624000;0;;;;;11,259
2019-10-31 09:00:00;0;7233607;0;6650703;-6650703;-4224000;0;;;;;11,258
2019-10-31 10:00:00;0;7233607;0;6650703;-6650703;-4096000;0;;;;;11,257
2019-10-31 11:00:00;0;7233607;0;6650703;-6650703;-3856000;0;;;;;11,256
2019-10-31 12:00:00;0;7233607;0;6650703;-6650703;-3856000;0;;;;;11,256
2019-10-31 13:00:00;0;7233607;0;6650703;-6650703;-3872000;0;;;;;11,257
2019-10-31 14:00:00;0;7233607;0;6650703;-6650703;-3872000;0;;;;;11,257
2019-10-31 15:00:00;0;7233607;0;6650703;-6650703;-3872000;0;;;;;11,256
2019-10-31 16:00:00;0;7233607;0;6650703;-6650703;-3856000;0;;;;;11,255
2019-10-31 17:00:00;0;7233607;0;6650703;-6650703;-3376000;0;;;;;11,255
2019-10-31 18:00:00;0;7233607;0;6650703;-6650703;-3328000;0;;;;;11,263
2019-10-31 19:00:00;0;7233607;0;6650703;-6650703;-3360000;0;;;;;11,279
2019-10-31 20:00:00;0;7233607;0;6650703;-6650703;-3376000;0;;;;;11,288
2019-10-31 21:00:00;0;7233607;0;6650703;-6650703;-3296000;0;;;;;11,288
2019-10-31 22:00:00;0;7233607;0;6650703;-6650703;-3296000;0;;;;;11,288
2019-10-31 23:00:00;0;7233607;0;6650703;-6650703;-3344000;0;;;;;11,289
2019-11-01 00:00:00;0;7233607;0;6650703;-6650703;-3360000;0;;;;;11,287
2019-11-01 01:00:00;0;7233607;0;6650703;-6650703;-3376000;0;;;;;11,287
2019-11-01 02:00:00;0;7233607;0;6650703;-6650703;-3264000;0;;;;;11,287
2019-11-01 03:00:00;0;7233607;0;6650703;-6650703;-3168000;0;;;;;11,286
2019-11-01 04:00:00;0;7233607;0;6650703;-6650703;-3216000;0;;;;;11,278
2019-11-01 05:00:00;0;7233607;0;6650701;-6650701;-3296000;0;;;;;11,267
